Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,104.10099792480469,104.38400268554688,103.83000183105469,104.08200073242188,104.08200073242188,0
2020-12-01,104.3010025024414,104.572998046875,104.18599700927734,104.29900360107422,104.29900360107422,0
2020-12-02,104.28900146484375,104.74700164794922,104.2249984741211,104.30899810791016,104.30899810791016,0
2020-12-03,104.45600128173828,104.53299713134766,103.67500305175781,104.45800018310547,104.45800018310547,0
2020-12-04,103.8239974975586,104.24199676513672,103.73799896240234,103.822998046875,103.822998046875,0
2020-12-07,104.20099639892578,104.30999755859375,103.92400360107422,104.197998046875,104.197998046875,0
2020-12-08,104.00800323486328,104.19200134277344,103.95999908447266,103.99800109863281,103.99800109863281,0
2020-12-09,104.13300323486328,104.3010025024414,104.0530014038086,104.13500213623047,104.13500213623047,0
2020-12-10,104.28700256347656,104.5739974975586,104.23200225830078,104.27200317382812,104.27200317382812,0
2020-12-11,104.16799926757812,104.16799926757812,103.82599639892578,104.18199920654297,104.18199920654297,0
2020-12-14,103.96199798583984,104.08300018310547,103.51399993896484,103.93900299072266,103.93900299072266,0
2020-12-15,104.01200103759766,104.14700317382812,103.68099975585938,104.01000213623047,104.01000213623047,0
2020-12-16,103.6510009765625,103.70999908447266,103.26200103759766,103.63400268554688,103.63400268554688,0
2020-12-17,103.46399688720703,103.54900360107422,102.89399719238281,103.4749984741211,103.4749984741211,0
2020-12-18,103.14900207519531,103.58999633789062,103.12899780273438,103.13099670410156,103.13099670410156,0
2020-12-21,103.4729995727539,103.88500213623047,103.25700378417969,103.45700073242188,103.45700073242188,0
2020-12-22,103.33699798583984,103.72200012207031,103.27899932861328,103.33999633789062,103.33999633789062,0
2020-12-23,103.5270004272461,103.63500213623047,103.36299896240234,103.53399658203125,103.53399658203125,0
2020-12-24,103.5250015258789,103.75599670410156,103.5,103.552001953125,103.552001953125,0
2020-12-25,103.62100219726562,103.65499877929688,103.21399688720703,103.65299987792969,103.65299987792969,0
2020-12-28,103.5260009765625,103.89399719238281,103.4000015258789,103.53299713134766,103.53299713134766,0
2020-12-29,103.69100189208984,103.79100036621094,103.46600341796875,103.68900299072266,103.68900299072266,0
2020-12-30,103.552001953125,103.56999969482422,102.96299743652344,103.55899810791016,103.55899810791016,0
2020-12-31,103.13400268554688,103.27899932861328,103.00299835205078,103.12100219726562,103.12100219726562,0
2021-01-01,103.22599792480469,103.25,103.22599792480469,103.22599792480469,103.22599792480469,0
2021-01-04,103.24400329589844,103.24400329589844,102.70999908447266,103.23899841308594,103.23899841308594,0
2021-01-05,103.14199829101562,103.18000030517578,102.6719970703125,103.125,103.125,0
2021-01-06,102.69999694824219,103.43099975585938,102.58999633789062,102.6780014038086,102.6780014038086,0
2021-01-07,103.02799987792969,103.95099639892578,102.95600128173828,103.02400207519531,103.02400207519531,0
2021-01-08,103.79499816894531,104.0780029296875,103.61699676513672,103.79000091552734,103.79000091552734,0
2021-01-11,104.072998046875,104.38899993896484,104.03700256347656,104.09100341796875,104.09100341796875,0
2021-01-12,104.13200378417969,104.31900024414062,104.08999633789062,104.12799835205078,104.12799835205078,0
2021-01-13,103.74800109863281,103.98799896240234,103.54000091552734,103.75199890136719,103.75199890136719,0
2021-01-14,103.84500122070312,104.18800354003906,103.64199829101562,103.83699798583984,103.83699798583984,0
2021-01-15,103.83699798583984,103.88500213623047,103.62000274658203,103.8280029296875,103.8280029296875,0
2021-01-18,103.91200256347656,103.9229965209961,103.63899993896484,103.90799713134766,103.90799713134766,0
2021-01-19,103.69599914550781,104.08200073242188,103.6500015258789,103.7030029296875,103.7030029296875,0
2021-01-20,103.89800262451172,103.91799926757812,103.46299743652344,103.89700317382812,103.89700317382812,0
2021-01-21,103.55699920654297,103.65899658203125,103.32599639892578,103.55500030517578,103.55500030517578,0
2021-01-22,103.51200103759766,103.88200378417969,103.49500274658203,103.50599670410156,103.50599670410156,0
2021-01-25,103.78700256347656,103.93099975585938,103.677001953125,103.7770004272461,103.7770004272461,0
2021-01-26,103.76200103759766,103.8270034790039,103.55500030517578,103.76000213623047,103.76000213623047,0
2021-01-27,103.60299682617188,104.16799926757812,103.59300231933594,103.60299682617188,103.60299682617188,0
2021-01-28,104.13600158691406,104.4520034790039,104.13600158691406,104.14299774169922,104.14299774169922,0
2021-01-29,104.31199645996094,104.93499755859375,104.28900146484375,104.29100036621094,104.29100036621094,0
2021-02-01,104.71900177001953,104.98999786376953,104.6240005493164,104.68599700927734,104.68599700927734,0
2021-02-02,104.87799835205078,105.16200256347656,104.822998046875,104.88099670410156,104.88099670410156,0
2021-02-03,105.02200317382812,105.09700012207031,104.92400360107422,105.02799987792969,105.02799987792969,0
2021-02-04,104.99500274658203,105.49099731445312,104.9729995727539,104.99500274658203,104.99500274658203,0
2021-02-05,105.56800079345703,105.76300048828125,105.33100128173828,105.5719985961914,105.5719985961914,0
2021-02-08,105.39700317382812,105.66600036621094,105.15799713134766,105.4000015258789,105.4000015258789,0
2021-02-09,105.22699737548828,105.22699737548828,104.51200103759766,105.20999908447266,105.20999908447266,0
2021-02-10,104.58200073242188,104.83699798583984,104.41799926757812,104.57499694824219,104.57499694824219,0
2021-02-11,104.61900329589844,104.77999877929688,104.552001953125,104.61499786376953,104.61499786376953,0
2021-02-12,104.75499725341797,105.16999816894531,104.72000122070312,104.74099731445312,104.74099731445312,0
2021-02-15,105.06099700927734,105.40499877929688,104.98300170898438,105.05899810791016,105.05899810791016,0
2021-02-16,105.38500213623047,105.86799621582031,105.1989974975586,105.38700103759766,105.38700103759766,0
2021-02-17,106.12899780273438,106.20500183105469,105.81999969482422,106.10299682617188,106.10299682617188,0
2021-02-18,105.85600280761719,105.91799926757812,105.5989990234375,105.86100006103516,105.86100006103516,0
2021-02-19,105.66799926757812,105.72699737548828,105.25,105.6520004272461,105.6520004272461,0
2021-02-22,105.54299926757812,105.83599853515625,105.0,105.51399993896484,105.51399993896484,0
2021-02-23,105.01200103759766,105.41100311279297,104.9000015258789,104.98400115966797,104.98400115966797,0
2021-02-24,105.28700256347656,106.09400177001953,105.26799774169922,105.28299713134766,105.28299713134766,0
2021-02-25,105.94599914550781,106.28600311279297,105.8550033569336,105.94400024414062,105.94400024414062,0
2021-02-26,106.38999938964844,106.68199920654297,105.85700225830078,106.37899780273438,106.37899780273438,0
2021-03-01,106.4739990234375,106.77300262451172,106.3759994506836,106.50299835205078,106.50299835205078,0
2021-03-02,106.84600067138672,106.94999694824219,106.68800354003906,106.85099792480469,106.85099792480469,0
2021-03-03,106.75399780273438,107.13899993896484,106.70099639892578,106.75800323486328,106.75800323486328,0
2021-03-04,107.05899810791016,107.63500213623047,106.97000122070312,107.05799865722656,107.05799865722656,0
2021-03-05,107.96099853515625,108.60900115966797,107.82599639892578,107.95500183105469,107.95500183105469,0
2021-03-08,108.39600372314453,108.94000244140625,108.31400299072266,108.41899871826172,108.41899871826172,0
2021-03-09,108.9260025024414,109.22899627685547,108.55999755859375,108.93900299072266,108.93900299072266,0
2021-03-10,108.56400299072266,108.91999816894531,108.33899688720703,108.5770034790039,108.5770034790039,0
2021-03-11,108.43599700927734,108.802001953125,108.36299896240234,108.43199920654297,108.43199920654297,0
2021-03-12,108.5739974975586,109.14800262451172,108.51899719238281,108.55500030517578,108.55500030517578,0
